,Text#,Type,Issued,Title,Language,Authors,Bookshelves,BookId
204,444,Text,1996-02-01,"System of Economical Contradictions; Or, The Philosophy of Misery",en,"Proudhon, P.-J. (Pierre-Joseph), 1809-1865",Anarchism,204
205,446,Text,1996-02-01,A Book of Remarkable Criminals,en,"Irving, H. B. (Henry Brodribb), 1870-1919",Crime Nonfiction,205
206,448,Text,1996-02-01,The Psychology of Revolution,en,"Le Bon, Gustave, 1841-1931",Psychology,206
207,449,Text,1996-03-01,"Pathology of Lying, Accusation, and Swindling: A Study in Forensic Psychology",en,"Healy, Mary Tenney; Healy, William, 1869-1963",Psychology,207
208,450,Text,1996-03-01,Susan Lenox: Her Fall and Rise,en,"Phillips, David Graham, 1867-1911",Banned Books from Anne Haight's list,208
209,456,Text,1996-03-01,"The Door in the Wall, and Other Stories",en,"Wells, H. G. (Herbert George), 1866-1946",Science Fiction,209
210,460,Text,1996-03-01,The Dawn of a To-morrow,en,"Burnett, Frances Hodgson, 1849-1924; Yohn, F. C. (Frederick Coffay), 1875-1933 [Illustrator]",Children's Literature,210
211,462,Text,2006-03-15,"The Errand Boy; Or, How Phil Brent Won Success",en,"Alger, Horatio, Jr., 1832-1899",Children's Fiction,211
212,463,Text,1996-03-01,The Red Badge of Courage: An Episode of the American Civil War,en,"Crane, Stephen, 1871-1900","US Civil War; Historical Fiction; Bestsellers, American, 1895-1923",212
213,470,Text,1996-03-01,Heretics,en,"Chesterton, G. K. (Gilbert Keith), 1874-1936",Christianity,213
214,471,Text,2006-01-16,The Bride of Lammermoor,en,"Scott, Walter, 1771-1832",Historical Fiction; Opera,214
215,472,Text,1996-03-01,The House Behind the Cedars,en,"Chesnutt, Charles W. (Charles Waddell), 1858-1932",African American Writers,215
216,477,Text,1996-03-01,Criminal Sociology,en,"Ferri, Enrico, 1856-1929",Crime Nonfiction,216
217,479,Text,2006-01-16,Little Lord Fauntleroy,en,"Burnett, Frances Hodgson, 1849-1924",Children's Literature,217
218,481,Text,1996-04-01,In the Bishop's Carriage,en,"Michelson, Miriam, 1870-1942","Bestsellers, American, 1895-1923",218
219,484,Text,1996-04-01,"Poor and Proud; Or, The Fortunes of Katy Redburn: A Story for Young Folks",en,"Optic, Oliver, 1822-1897",Children's Fiction,219
220,485,Text,1996-04-01,The Road to Oz,en,"Baum, L. Frank (Lyman Frank), 1856-1919",Children's Literature; Fantasy,220
221,486,Text,1996-04-01,"Ozma of Oz
A Record of Her Adventures with Dorothy Gale of Kansas, the Yellow Hen, the Scarecrow, the Tin Woodman, Tiktok, the Cowardly Lion, and the Hungry Tiger; Besides Other Good People too Numerous to Mention Faithfully Recorded Herein",en,"Baum, L. Frank (Lyman Frank), 1856-1919",Children's Literature; Fantasy,221
222,496,Text,2006-01-16,The Little Lame Prince,en,"Craik, Dinah Maria Mulock, 1826-1887",Children's Literature,222
223,498,Text,1996-04-01,Rebecca of Sunnybrook Farm,en,"Wiggin, Kate Douglas Smith, 1856-1923","Children's Literature; Bestsellers, American, 1895-1923",223
224,499,Text,1996-04-01,"Tom Swift in the Land of Wonders; Or, The Underground Search for the Idol of Gold",en,"Appleton, Victor",Children's Book Series,224
225,501,Text,1996-04-01,The Story of Doctor Dolittle,en,"Lofting, Hugh, 1886-1947; Walpole, Hugh, 1884-1941 [Author of introduction, etc.]",Children's Literature,225
226,502,Text,1996-04-01,Desert Gold,en,"Grey, Zane, 1872-1939",Western,226
227,503,Text,2005-10-21,The Blue Fairy Book,en,"Lang, Andrew, 1844-1912",Children's Literature,227
228,506,Text,2006-03-18,The Shuttle,en,"Burnett, Frances Hodgson, 1849-1924","Bestsellers, American, 1895-1923",228
229,507,Text,2006-01-21,Adam Bede,en,"Eliot, George, 1819-1880",Historical Fiction; Banned Books from Anne Haight's list,229
230,508,Text,1996-04-01,Twice-Told Tales,en,"Hawthorne, Nathaniel, 1804-1864",Children's Literature,230
231,512,Text,1996-04-01,"Mosses from an Old Manse, and Other Stories",en,"Hawthorne, Nathaniel, 1804-1864",Gothic Fiction,231
232,514,Text,1996-05-01,Little Women,en,"Alcott, Louisa May, 1832-1888",Children's Literature,232
233,517,Text,1996-05-01,The Emerald City of Oz,en,"Baum, L. Frank (Lyman Frank), 1856-1919",Children's Literature; Fantasy,233
234,518,Text,1996-05-01,"The Enchanted Island of Yew
Whereon Prince Marvel Encountered the High Ki of Twi and Other Surprising People",en,"Baum, L. Frank (Lyman Frank), 1856-1919",Children's Literature; Fantasy,234
235,519,Text,1996-05-01,A Kidnapped Santa Claus,en,"Baum, L. Frank (Lyman Frank), 1856-1919",Children's Literature; Christmas,235
236,520,Text,1996-05-01,The Life and Adventures of Santa Claus,en,"Baum, L. Frank (Lyman Frank), 1856-1919",Children's Literature; Christmas,236
237,528,Text,2006-03-18,"Joe the Hotel Boy; Or, Winning out by Pluck",en,"Alger, Horatio, Jr., 1832-1899",Children's Fiction,237
238,529,Text,1996-05-01,Knights of Art: Stories of the Italian Painters,en,"Steedman, Amy",Biographies,238
239,530,Text,2006-01-21,"Driven from Home; Or, Carl Crawford's Experience",en,"Alger, Horatio, Jr., 1832-1899",Children's Fiction,239
240,533,Text,1996-05-01,The Song of the Cardinal,en,"Stratton-Porter, Gene, 1863-1924",Animals-Wild-Birds,240
241,538,Text,1996-05-01,Jean of the Lazy A,en,"Bower, B. M., 1871-1940",Western,241
242,539,Text,1996-05-01,A. W. Kinglake: A Biographical and Literary Study,en,"Tuckwell, William, 1829-1919",Biographies,242
243,540,Text,1996-05-01,The Red Fairy Book,en,"Lang, Andrew, 1844-1912 [Editor]",Children's Literature,243
244,541,Text,1996-05-01,The Age of Innocence,en,"Wharton, Edith, 1862-1937","Movie Books; Bestsellers, American, 1895-1923",244
245,542,Text,1996-05-01,The Life of Me: An Autobiography,en,"Johnson, Clarence Edgar, 1906-1994",Biographies,245
246,543,Text,2006-01-21,Main Street,en,"Lewis, Sinclair, 1885-1951","Bestsellers, American, 1895-1923",246
247,544,Text,1996-05-01,Anne's House of Dreams,en,"Montgomery, L. M. (Lucy Maud), 1874-1942",Children's Literature; Canada,247
248,545,Text,1996-06-01,At the Earth's Core,en,"Burroughs, Edgar Rice, 1875-1950",Science Fiction,248
249,547,Text,2008-07-02,Baron Trigault's Vengeance,en,"Gaboriau, Emile, 1832-1873",Detective Fiction,249
250,548,Text,1996-06-01,"Project Trinity, 1945-1946",en,"Maag, Carl R.; Rohrer, Steve",World War II,250
251,551,Text,1996-06-01,The Land That Time Forgot,en,"Burroughs, Edgar Rice, 1875-1950",Science Fiction,251
252,552,Text,1996-06-01,The People That Time Forgot,en,"Burroughs, Edgar Rice, 1875-1950",Science Fiction,252
253,553,Text,1996-06-01,Out of Time's Abyss,en,"Burroughs, Edgar Rice, 1875-1950",Science Fiction,253
254,555,Text,1996-06-01,The Unbearable Bassington,en,"Saki, 1870-1916",Best Books Ever Listings,254
255,557,Text,1996-06-01,Puck of Pook's Hill,en,"Kipling, Rudyard, 1865-1936",Children's Literature; Scouts,255
256,558,Text,1996-06-01,The Thirty-Nine Steps,en,"Buchan, John, 1875-1940",Adventure; Mystery Fiction; Movie Books,256
257,559,Text,1996-06-01,Greenmantle,en,"Buchan, John, 1875-1940",World War I; Adventure; Mystery Fiction; Movie Books,257
258,560,Text,1996-06-01,Mr. Standfast,en,"Buchan, John, 1875-1940",World War I; Adventure; Movie Books; Contemporary Reviews,258
259,561,Text,1996-06-01,The Further Adventures of Robinson Crusoe,en,"Defoe, Daniel, 1661?-1731",Best Books Ever Listings,259
260,564,Text,1996-06-01,The Mystery of Edwin Drood,en,"Dickens, Charles, 1812-1870",Mystery Fiction,260
261,571,Text,1996-06-01,The 1995 CIA World Factbook,en,United States. Central Intelligence Agency,CIA World Factbooks,261
262,572,Text,1996-06-01,The Great Big Treasury of Beatrix Potter,en,"Potter, Beatrix, 1866-1943",Children's Picture Books,262
263,575,Text,1996-06-01,"The Essays or Counsels, Civil and Moral",en,"Bacon, Francis, 1561-1626",Harvard Classics,263
264,579,Text,1996-07-01,The Poems of Sidney Lanier,en,"Lanier, Sidney, 1842-1881",Poetry,264
265,580,Text,1996-07-01,The Pickwick Papers,en,"Dickens, Charles, 1812-1870",Best Books Ever Listings,265
266,582,Text,1996-07-01,A Collection of Beatrix Potter Stories,en,"Potter, Beatrix, 1866-1943",Children's Picture Books,266
267,583,Text,1996-07-01,The Woman in White,en,"Collins, Wilkie, 1824-1889",Mystery Fiction,267
268,584,Text,1996-07-01,"Our Nig; Or, Sketches from the Life of a Free Black, in a Two-story White House, North
Showing That Slavery's Shadows Fall Even There",en,"Wilson, Harriet E., 1825-1900",Slavery,268
269,585,Text,1996-07-01,"Running a Thousand Miles for Freedom
Or, The Escape of William and Ellen Craft from Slavery",en,"Craft, Ellen, 1826-1891; Craft, William, -1900",Slavery,269
270,586,Text,1996-07-01,"Religio Medici, Hydriotaphia, and the Letter to a Friend",en,"Browne, Thomas, Sir, 1605-1682",Harvard Classics; Banned Books from Anne Haight's list,270
271,589,Text,1996-07-01,Catriona,en,"Stevenson, Robert Louis, 1850-1894",Historical Fiction; Adventure,271
272,590,Text,1996-07-01,"Robert Louis Stevenson: A Record, an Estimate, and a Memorial",en,"Japp, Alexander H. (Alexander Hay), 1839-1905",Biographies,272
273,597,Text,2004-11-11,"The Story of Burnt Njal: The Great Icelandic Tribune, Jurist, and Counsellor",en,Unknown,Best Books Ever Listings; Biographies,273
274,599,Text,1996-07-01,Vanity Fair,en,"Thackeray, William Makepeace, 1811-1863",Harvard Classics; Historical Fiction,274
275,601,Text,1996-07-01,The Monk: A Romance,en,"Lewis, M. G. (Matthew Gregory), 1775-1818",Best Books Ever Listings; Gothic Fiction,275
276,604,Text,1996-07-01,Gulliver of Mars,en,"Arnold, Edwin Lester, 1857-1935",Fantasy; Science Fiction,276
277,605,Text,1996-07-01,Pellucidar,en,"Burroughs, Edgar Rice, 1875-1950",Science Fiction,277
278,606,Text,1996-07-01,Indian Why Stories: Sparks from War Eagle's Lodge-Fire,en,"Linderman, Frank Bird, 1869-1938",Native America,278
279,607,Text,1996-07-01,Die Augsburger Confession,de; la,"Melanchthon, Philipp, 1497-1560",DE Sachbuch,279
280,608,Text,2006-01-21,"Areopagitica
A Speech for the Liberty of Unlicensed Printing to the Parliament of England",en,"Milton, John, 1608-1674",Harvard Classics; Banned Books from Anne Haight's list,280
281,610,Text,1996-08-01,Idylls of the King,en,"Tennyson, Alfred Tennyson, Baron, 1809-1892",Arthurian Legends,281
282,611,Text,1996-08-01,Prester John,en,"Buchan, John, 1875-1940",Movie Books; Adventure,282
283,612,Text,1996-08-01,"The Constitution of Japan, 1946",en,Japan,Politics,283
284,613,Text,1996-08-01,"The Constitution of the Empire of Japan, 1889",en,Japan,Politics,284
285,616,Text,1996-08-01,"Prayers Written At Vailima, and A Lowden Sabbath Morn",en,"Stevenson, Robert Louis, 1850-1894; Stevenson, Fanny Van de Grift, 1840-1914 [Author of introduction, etc.]",Christianity,285
286,617,Text,1996-08-01,Poems,en,"Seeger, Alan, 1888-1916","Bestsellers, American, 1895-1923",286
287,624,Text,1996-08-01,"Looking Backward, 2000 to 1887",en,"Bellamy, Edward, 1850-1898",Science Fiction,287
288,626,Text,1996-08-01,The Love of Books: The Philobiblon of Richard de Bury,en,"Bury, Richard de, 1287-1345; Thomas, Ernest Chester, 1850-1892 [Translator]",Bibliomania,288
289,628,Dataset,1996-08-01,The Square Root of 3,en,"Bonnell, Jerry T.; Nemiroff, Robert J.",Mathematics,289
290,629,Dataset,1996-08-01,The Square Root of 5,en,"Bonnell, Jerry T.; Nemiroff, Robert J.",Mathematics,290
291,630,Dataset,1996-08-01,The Square Root of 6,en,"Bonnell, Jerry T.; Nemiroff, Robert J.",Mathematics,291
292,631,Dataset,1996-08-01,The Square Root of 7,en,"Bonnell, Jerry T.; Nemiroff, Robert J.",Mathematics,292
293,632,Dataset,1996-08-01,The Square Root of 8,en,"Bonnell, Jerry T.; Nemiroff, Robert J.",Mathematics,293
294,634,Text,1996-08-01,Miscellaneous Mathematical Constants,en,"Plouffe, Simon, 1956- [Editor]",Mathematics,294
295,635,Dataset,1996-08-01,The Square Root of 10,en,"Bonnell, Jerry T.; Nemiroff, Robert J.",Mathematics,295
296,636,Text,1996-08-01,Memoirs of Extraordinary Popular Delusions â Volume 1,en,"Mackay, Charles, 1814-1889",Psychology,296
297,640,Text,1996-08-01,The Yellow Fairy Book,en,"Lang, Andrew, 1844-1912",Children's Literature,297
298,641,Text,1996-09-01,The Violet Fairy Book,en,"Lang, Andrew, 1844-1912",Children's Literature,298
299,644,Text,1996-09-01,The Haunted Man and the Ghost's Bargain,en,"Dickens, Charles, 1812-1870",Christmas,299
300,646,Text,1996-09-01,The Coral Island: A Tale of the Pacific Ocean,en,"Ballantyne, R. M. (Robert Michael), 1825-1894",Children's Fiction,300
301,652,Text,1996-09-01,"Rasselas, Prince of Abyssinia",en,"Johnson, Samuel, 1709-1784",Best Books Ever Listings,301
302,654,Text,1996-09-01,Grace Abounding to the Chief of Sinners,en,"Bunyan, John, 1628-1688; Copping, Harold, 1863-1932 [Illustrator]",Christianity,302
303,655,Text,2006-01-21,Life and Letters of Robert Browning,en,"Browning, Robert, 1812-1889; Orr, Sutherland, Mrs., 1828-1903",Biographies,303
304,659,Text,2006-03-18,"Paul the Peddler; Or, The Fortunes of a Young Street Merchant",en,"Alger, Horatio, Jr., 1832-1899",Children's Fiction,304
305,671,Text,2006-03-18,"Phil, the Fiddler",en,"Alger, Horatio, Jr., 1832-1899",Children's Fiction,305
306,674,Text,1996-10-01,Plutarch: Lives of the noble Grecians and Romans,en,"Plutarch, 46-120?; Clough, Arthur Hugh, 1819-1861 [Editor]",Harvard Classics,306
307,676,Text,1996-10-01,The Battle of Life,en,"Dickens, Charles, 1812-1870",Christmas,307
308,677,Text,1996-10-01,"The Heroes; Or, Greek Fairy Tales for My Children",en,"Kingsley, Charles, 1819-1875","Children's Myths, Fairy Tales, etc.",308
309,678,Text,1996-10-01,The Cricket on the Hearth: A Fairy Tale of Home,en,"Dickens, Charles, 1812-1870",Children's Literature,309
310,680,Text,1996-10-01,The Golden Threshold,en,"Naidu, Sarojini, 1879-1949; Symons, Arthur, 1865-1945 [Contributor]",India,310
311,682,Text,1996-10-01,Catalan's Constant [Ramanujan's Formula],en,"Fee, Greg",Mathematics,311
312,689,Text,2006-03-18,The Kreutzer Sonata and Other Stories,en,"Tolstoy, Leo, graf, 1828-1910; Tucker, Benjamin Ricketson, 1854-1939 [Translator]",Anarchism; Harvard Classics; Banned Books from Anne Haight's list,312
313,690,Text,1996-10-01,Proposed Roads to Freedom,en,"Russell, Bertrand, 1872-1970",Philosophy,313
314,696,Text,1996-10-01,The Castle of Otranto,en,"Walpole, Horace, 1717-1797; Morley, Henry, 1822-1894 [Editor]",Gothic Fiction,314
315,697,Text,1996-10-01,The Light Princess,en,"MacDonald, George, 1824-1905",Children's Literature,315
316,699,Text,1996-10-01,A Child's History of England,en,"Dickens, Charles, 1812-1870; Townsend, F. H. (Frederick Henry), 1868-1920 [Illustrator]",Children's History; United Kingdom,316
317,706,Text,1996-11-01,The Amateur Cracksman,en,"Hornung, E. W. (Ernest William), 1866-1921",Crime Fiction,317
318,707,Text,1996-11-01,Raffles: Further Adventures of the Amateur Cracksman,en,"Hornung, E. W. (Ernest William), 1866-1921",Crime Fiction,318
319,708,Text,1996-11-01,The Princess and the Goblin,en,"MacDonald, George, 1824-1905",Children's Literature,319
320,709,Text,1996-11-01,The Princess and Curdie,en,"MacDonald, George, 1824-1905",Children's Literature,320
321,711,Text,2004-11-18,Allan Quatermain,en,"Haggard, H. Rider (Henry Rider), 1856-1925",Movie Books; Adventure,321
322,713,Text,1996-11-01,Memoirs of Extraordinary Popular Delusions â Volume 2,en,"Mackay, Charles, 1814-1889",Psychology,322
323,714,Text,1996-11-01,The Bobbsey Twins in the Country,en,"Hope, Laura Lee",Children's Book Series,323
324,718,Text,2006-03-18,Tono-Bungay,en,"Wells, H. G. (Herbert George), 1866-1946",Best Books Ever Listings,324
325,721,Text,1996-11-01,The Birds' Christmas Carol,en,"Wiggin, Kate Douglas Smith, 1856-1923",Children's Literature,325
326,737,Text,1996-12-01,The Bobbsey Twins at School,en,"Hope, Laura Lee",Children's Book Series,326
327,744,Text,1996-12-01,The Golden Mean,en,"Bonnell, Jerry T.; Nemiroff, Robert J.",Mathematics,327
328,745,Dataset,1996-12-01,One Divided by Pi (To 1 Million Digits),en,"Kanada, Yasumasa, 1949-2020",Mathematics,328
329,747,Text,1996-12-01,Anomalies and Curiosities of Medicine,en,"Gould, George M. (George Milbrey), 1848-1922; Pyle, Walter L. (Walter Lytle), 1871-1921",Medicine,329
330,754,Text,1996-12-01,The Story of Mankind,en,"Van Loon, Hendrik Willem, 1882-1944","Children's History; Bestsellers, American, 1895-1923",330
331,765,Text,1996-12-01,The Moon Pool,en,"Merritt, Abraham, 1884-1943",Science Fiction,331
332,766,Text,1996-12-01,David Copperfield,en,"Dickens, Charles, 1812-1870",Harvard Classics,332
333,768,Text,1996-12-01,Wuthering Heights,en,"BrontÃ«, Emily, 1818-1848",Best Books Ever Listings; Gothic Fiction; Movie Books,333
334,770,Text,1997-01-01,"The Story of the Treasure Seekers
Being the Adventures of the Bastable Children in Search of a Fortune",en,"Nesbit, E. (Edith), 1858-1924",Children's Fiction; Children's Literature,334
335,771,Text,1997-01-01,Biographical Notes on the Pseudonymous Bells,en,"BrontÃ«, Charlotte, 1816-1855",Biographies,335
336,773,Text,1997-01-01,"Lord Arthur Savile's Crime; The Portrait of Mr. W.H., and Other Stories",en,"Wilde, Oscar, 1854-1900",Contemporary Reviews,336
337,775,Text,1997-01-01,When the Sleeper Wakes,en,"Wells, H. G. (Herbert George), 1866-1946",Science Fiction,337
338,778,Text,1997-01-01,Five Children and It,en,"Nesbit, E. (Edith), 1858-1924",Children's Literature,338
339,779,Text,1997-01-01,"The Tragical History of Doctor Faustus
From the Quarto of 1604",en,"Marlowe, Christopher, 1564-1593; Dyce, Alexander, 1798-1869 [Editor]",Harvard Classics,339
340,781,Text,1997-01-01,Sinking of the Titanic and Great Sea Disasters,en,"Marshall, Logan, 1884- [Editor]",Children's History,340
341,792,Text,1997-01-01,"Wieland; Or, The Transformation: An American Tale",en,"Brown, Charles Brockden, 1771-1810",Best Books Ever Listings; Gothic Fiction,341
342,793,Text,1997-01-01,Aeroplanes and Dirigibles of War,en,"Talbot, Frederick Arthur Ambrose, 1880-1924",World War I,342
343,794,Text,1997-01-01,The Wouldbegoods: Being the Further Adventures of the Treasure Seekers,en,"Nesbit, E. (Edith), 1858-1924",Children's Fiction; Children's Literature,343
344,796,Text,1997-01-01,La Chartreuse De Parme,fr,"Stendhal, 1783-1842",Best Books Ever Listings; FR LittÃ©rature,344
345,797,Text,1997-01-01,L'Abbesse De Castro,fr,"Stendhal, 1783-1842",FR Nouvelles,345
346,798,Text,1997-01-01,Le rouge et le noir: chronique du XIXe siÃ¨cle,fr,"Stendhal, 1783-1842",Best Books Ever Listings; FR LittÃ©rature; Banned Books from Anne Haight's list,346
